index,period,attendances,breaches,org_code
2232,2016-09-01,734,0,R1A
2233,2016-09-01,4570,1078,RLQ
2234,2016-09-01,2772,0,RLQ
2235,2016-09-01,6937,2128,REM
2236,2016-09-01,6755,0,REM
2237,2016-09-01,4723,409,RCF
2238,2016-09-01,4625,173,RBS
2239,2016-09-01,6962,369,RFF
2240,2016-09-01,7332,1769,RXL
2241,2016-09-01,9308,7,RXL
2242,2016-09-01,9293,1201,RMC
2243,2016-09-01,11070,1308,RAE
2244,2016-09-01,1143,0,NNF09
2245,2016-09-01,7697,86,RY2
2246,2016-09-01,12911,725,RWY
2247,2016-09-01,3651,0,NTP08
2248,2016-09-01,12756,1928,RW3
2249,2016-09-01,3706,7,RW3
2250,2016-09-01,10129,21,RW3
2251,2016-09-01,7076,708,RLN
2252,2016-09-01,2254,12,RLN
2253,2016-09-01,2500,3,RLN
2254,2016-09-01,6246,766,RJR
2255,2016-09-01,624,1,RJR
2256,2016-09-01,10859,1077,RXP
2257,2016-09-01,12411,0,RXP
2258,2016-09-01,1276,9,RNN
2259,2016-09-01,11409,840,RP5
2260,2016-09-01,2894,0,RP5
2261,2016-09-01,4140,680,RJN
2262,2016-09-01,329,0,RJN
2263,2016-09-01,9259,2181,RXR
2264,2016-09-01,5782,421,RXR
2265,2016-09-01,456,0,NNF28
2266,2016-09-01,7239,315,RR7
2267,2016-09-01,2117,1,RR7
2268,2016-09-01,4015,185,RCD
2269,2016-09-01,931,0,RCD
2270,2016-09-01,11011,1635,RWA
2271,2016-09-01,1368,0,RWA
2272,2016-09-01,1804,2,RV9
2273,2016-09-01,7527,1119,RXN
2274,2016-09-01,3247,17,RXN
2275,2016-09-01,2489,0,Y01231
2276,2016-09-01,17863,2024,RR8
2277,2016-09-01,2227,0,RR8
2278,2016-09-01,3686,0,Y02875
2279,2016-09-01,1948,0,RY1
2280,2016-09-01,1164,8,REP
2281,2016-09-01,2806,0,Y01069
2282,2016-09-01,5235,571,RBT
2283,2016-09-01,2052,0,RBT
2284,2016-09-01,19679,3083,RXF
2285,2016-09-01,7804,887,RNL
2286,2016-09-01,6016,386,RVW
2287,2016-09-01,1834,2,RVW
2288,2016-09-01,1739,0,RTV
2289,2016-09-01,5825,40,NLO01
2290,2016-09-01,11207,981,RJL
2291,2016-09-01,1647,3,RJL
2292,2016-09-01,14706,738,RTF
2293,2016-09-01,2181,4,RTF
2294,2016-09-01,22098,3871,RW6
2295,2016-09-01,4081,135,RW6
2296,2016-09-01,4846,1,RT2
2297,2016-09-01,7619,2113,RQ6
2298,2016-09-01,1891,9,RQ6
2299,2016-09-01,10282,0,RQ6
2300,2016-09-01,8252,661,RM3
2301,2016-09-01,4482,70,RCU
2302,2016-09-01,9270,1298,RHQ
2303,2016-09-01,1199,1,RHQ
2304,2016-09-01,6544,0,RHQ
2305,2016-09-01,10703,571,RTR
2306,2016-09-01,5247,0,RTR
2307,2016-09-01,4952,403,RE9
2308,2016-09-01,678,4,RE9
2309,2016-09-01,6436,953,RVY
2310,2016-09-01,4839,6,RVY
2311,2016-09-01,8493,1728,RBN
2312,2016-09-01,5449,16,RBN
2313,2016-09-01,8008,2309,RWJ
2314,2016-09-01,7110,1224,RMP
2315,2016-09-01,10138,536,RTD
2316,2016-09-01,1739,18,RTD
2317,2016-09-01,4176,0,RTD
2318,2016-09-01,6439,466,RFR
2319,2016-09-01,8183,426,RM2
2320,2016-09-01,7384,1556,RTX
2321,2016-09-01,1573,64,RTX
2322,2016-09-01,6729,533,RWW
2323,2016-09-01,3582,8,RWW
2324,2016-09-01,4993,8,RY7
2325,2016-09-01,7832,1108,RBL
2326,2016-09-01,2202,3,RBL
2327,2016-09-01,1762,0,AJN
2328,2016-09-01,7256,584,RRF
2329,2016-09-01,9121,1451,RCB
2330,2016-09-01,7250,35,RCB
2331,2016-09-01,8165,940,RTK
2332,2016-09-01,1406,0,RTK
2333,2016-09-01,3034,0,Y02688
2334,2016-09-01,3166,0,NQT10
2335,2016-09-01,5578,0,RWX
2336,2016-09-01,12501,2216,RXH
2337,2016-09-01,1135,0,RXH
2338,2016-09-01,5073,79,NLW
2339,2016-09-01,6932,932,RXQ
2340,2016-09-01,1284,0,RXQ
2341,2016-09-01,3675,26,RXQ
2342,2016-09-01,2576,6,Y00058
2343,2016-09-01,1291,0,NLT02
2344,2016-09-01,9635,13,RJ8
2345,2016-09-01,8390,768,RN7
2346,2016-09-01,1793,2,RN7
2347,2016-09-01,3686,260,RBD
2348,2016-09-01,5883,11,RDY
2349,2016-09-01,12873,2811,RVV
2350,2016-09-01,5033,17,RVV
2351,2016-09-01,9470,1846,RXC
2352,2016-09-01,19981,829,RDU
2353,2016-09-01,6129,26,R1J
2354,2016-09-01,11303,1250,RTE
2355,2016-09-01,6865,1245,RN3
2356,2016-09-01,5360,38,RN3
2357,2016-09-01,9023,1026,RN5
2358,2016-09-01,1294,0,RN5
2359,2016-09-01,739,6,NDA57
2360,2016-09-01,3634,743,R1F
2361,2016-09-01,1612,0,R1F
2362,2016-09-01,10978,3,RYY
2363,2016-09-01,3961,0,NR5
2364,2016-09-01,11939,1499,RWF
2365,2016-09-01,2165,0,RWF
2366,2016-09-01,9699,1830,RPA
2367,2016-09-01,7329,1194,RVJ
2368,2016-09-01,3705,417,RBZ
2369,2016-09-01,5943,0,RBZ
2370,2016-09-01,180,0,L83087
2371,2016-09-01,3354,80,RNU
2372,2016-09-01,10914,2169,RTH
2373,2016-09-01,1696,0,RTH
2374,2016-09-01,637,0,NLX02
2375,2016-09-01,8166,1321,RK9
2376,2016-09-01,287,1,RK9
2377,2016-09-01,5527,500,RD3
2378,2016-09-01,9274,2382,RHU
2379,2016-09-01,855,1,RHU
2380,2016-09-01,1954,2,RHU
2381,2016-09-01,961,13,RPC
2382,2016-09-01,9120,1007,RHW
2383,2016-09-01,1339,14,RHW
2384,2016-09-01,5984,1436,REF
2385,2016-09-01,1687,17,REF
2386,2016-09-01,8358,950,RH8
2387,2016-09-01,5956,1043,RA2
2388,2016-09-01,6069,821,RD1
2389,2016-09-01,910,11,RD1
2390,2016-09-01,4008,311,RNZ
2391,2016-09-01,326,0,RNZ
2392,2016-09-01,1314,0,Y02666
2393,2016-09-01,7706,47,RH5
2394,2016-09-01,4409,7,NTP11
2395,2016-09-01,2514,22,RW1
2396,2016-09-01,4792,6,NTPAD
2397,2016-09-01,7950,283,RTP
2398,2016-09-01,9245,192,RDR
2399,2016-09-01,5589,670,RBA
2400,2016-09-01,244,0,AAH
2401,2016-09-01,6352,427,RDZ
2402,2016-09-01,1564,0,RDZ
2403,2016-09-01,6142,698,RA9
2404,2016-09-01,3297,0,RA9
2405,2016-09-01,8147,563,RHM
2406,2016-09-01,1590,7,RHM
2407,2016-09-01,8753,1334,RA7
2408,2016-09-01,1889,14,RA7
2409,2016-09-01,11753,523,RYR
2410,2016-09-01,965,3,RYR
2411,2016-09-01,4617,957,RA3
2412,2016-09-01,2706,23,NDA56
2413,2016-09-01,2254,0,G82071
2414,2016-09-01,3143,2,NDA55
2415,2016-09-01,1582,17,NLX24
2416,2016-09-01,3767,236,RA4
2417,2016-08-01,18825,1724,RF4
2418,2016-08-01,689,16,RF4
2419,2016-08-01,2594,2,RF4
2420,2016-08-01,27117,3889,R1H
2421,2016-08-01,704,2,R1H
2422,2016-08-01,9374,93,R1H
2423,2016-08-01,4091,1,AD913
2424,2016-08-01,17656,38,RYX
2425,2016-08-01,15084,1110,RQM
2426,2016-08-01,6636,20,RQM
2427,2016-08-01,5617,597,RJ6
2428,2016-08-01,3982,30,RJ6
2429,2016-08-01,754,0,Y02696
2430,2016-08-01,2238,0,NX122
2431,2016-08-01,11602,457,RVR
2432,2016-08-01,454,2,RVR
2433,2016-08-01,11956,1685,RJ1
2434,2016-08-01,697,0,RJ1
2435,2016-08-01,2752,6,RJ1
2436,2016-08-01,3614,0,Y03082
2437,2016-08-01,9684,339,RQX
2438,2016-08-01,4459,0,RY9
2439,2016-08-01,9228,2037,RYJ
2440,2016-08-01,3869,63,RYJ
2441,2016-08-01,10566,89,RYJ
2442,2016-08-01,16316,2572,RJZ
2443,2016-08-01,1995,6,RJZ
2444,2016-08-01,5030,180,RJZ
2445,2016-08-01,8210,799,RAX
2446,2016-08-01,1017,0,RAX
2447,2016-08-01,16375,2918,RJ2
2448,2016-08-01,5336,143,RJ2
2449,2016-08-01,11421,2179,R1K
2450,2016-08-01,15490,62,R1K
2451,2016-08-01,8474,197,RP6
2452,2016-08-01,4889,10,RAT
2453,2016-08-01,12147,911,RAP
2454,2016-08-01,668,0,Y02973
2455,2016-08-01,793,3,Y02585
2456,2016-08-01,522,0,AF003
2457,2016-08-01,657,0,AF002
2458,2016-08-01,17629,2066,RAL
2459,2016-08-01,3006,0,RAL
2460,2016-08-01,1721,0,Y03047
2461,2016-08-01,12469,1003,RJ7
2462,2016-08-01,1345,0,RJ7
2463,2016-08-01,2471,0,F84747
2464,2016-08-01,4913,2041,RAS
2465,2016-08-01,7772,25,RAS
2466,2016-08-01,3121,0,Y03094
2467,2016-08-01,2789,0,E84068
2468,2016-08-01,7513,545,RKE
2469,2016-08-01,11302,1066,RRV
2470,2016-08-01,8860,0,Y02147
2471,2016-08-01,2417,0,Y03201
2472,2016-08-01,4176,0,NL7
2473,2016-08-01,10678,1272,RDD
2474,2016-08-01,5864,508,RC1
2475,2016-08-01,160,7,RYW
2476,2016-08-01,3267,0,M85813
2477,2016-08-01,3823,16,RQ3
2478,2016-08-01,5376,1220,RJF
2479,2016-08-01,4508,1,RJF
2480,2016-08-01,9040,1558,RGT
2481,2016-08-01,3210,0,RGT
2482,2016-08-01,6673,896,RFS
2483,2016-08-01,3014,4,NQ108
2484,2016-08-01,7171,1322,RDE
2485,2016-08-01,5436,9,Y03571
2486,2016-08-01,3747,0,Y02613
2487,2016-08-01,10971,1313,RTG
2488,2016-08-01,4051,0,RTG
2489,2016-08-01,5081,1,RY8
2490,2016-08-01,1618,0,NNJ
2491,2016-08-01,8540,2243,RWH
2492,2016-08-01,4307,0,RWH
2493,2016-08-01,689,0,"NAX"
2494,2016-08-01,750,2,NQ106
2495,2016-08-01,6056,278,RLT
2496,2016-08-01,1878,0,NTPAL
2497,2016-08-01,1585,0,Y02662
2498,2016-08-01,1877,0,NEH06
2499,2016-08-01,18017,1688,RR1
2500,2016-08-01,3558,27,RR1
2501,2016-08-01,845,0,RY4
2502,2016-08-01,3875,677,RQQ
2503,2016-08-01,7442,667,RGQ
2504,2016-08-01,602,0,RGQ
2505,2016-08-01,6789,718,RGP
2506,2016-08-01,7365,951,RNQ
2507,2016-08-01,512,0,C82038
2508,2016-08-01,14094,187,RY5
2509,2016-08-01,3710,37,NJS05
2510,2016-08-01,7933,96,RC9
2511,2016-08-01,3333,0,RC9
2512,2016-08-01,354,0,C82009
2513,2016-08-01,638,4,NLO11
2514,2016-08-01,481,0,NLO09
2515,2016-08-01,7648,1537,RQ8
2516,2016-08-01,383,9,RQ8
2517,2016-08-01,7055,1022,RD8
2518,2016-08-01,4521,0,RD8
2519,2016-08-01,10060,1296,RM1
2520,2016-08-01,1349,0,RM1
2521,2016-08-01,4901,0,Y02646
2522,2016-08-01,7835,941,RGN
2523,2016-08-01,781,1,RGN
2524,2016-08-01,8553,697,RNS
2525,2016-08-01,964,16,RNS
2526,2016-08-01,5678,0,NMH01
2527,2016-08-01,4892,49,NR3
2528,2016-08-01,13915,4788,RX1
2529,2016-08-01,1674,19,RX1
2530,2016-08-01,281,2,RX1
2531,2016-08-01,2655,3,NLO10
2532,2016-08-01,320,0,C82010
2533,2016-08-01,289,1,NLO12
2534,2016-08-01,1861,0,Y02428
2535,2016-08-01,13315,1853,RXK
2536,2016-08-01,2128,31,RXK
2537,2016-08-01,2803,0,RXK
2538,2016-08-01,8894,482,RK5
2539,2016-08-01,3282,24,RK5
2540,2016-08-01,10201,2113,RXW
2541,2016-08-01,1642,0,RXW
2542,2016-08-01,403,0,R1D
2543,2016-08-01,2112,0,R1D
2544,2016-08-01,3508,0,Y02568
2545,2016-08-01,4852,0,Y02615
2546,2016-08-01,5056,189,RJC
2547,2016-08-01,722,0,RJC
2548,2016-08-01,8525,1162,RAJ
2549,2016-08-01,3214,0,Y02961
2550,2016-08-01,8575,603,RNA
2551,2016-08-01,5807,0,RNA
2552,2016-08-01,8144,1970,RQW
2553,2016-08-01,168,0,RQW
2554,2016-08-01,5455,270,RCX
2555,2016-08-01,10700,1768,RL4
2556,2016-08-01,4279,0,RL4
2557,2016-08-01,13375,2969,RWD
2558,2016-08-01,9584,1771,RRK
2559,2016-08-01,10892,1546,RKB
2560,2016-08-01,1846,16,RKB
2561,2016-08-01,2255,14,RKB
2562,2016-08-01,12098,3716,RWE
2563,2016-08-01,1844,71,RWE
2564,2016-08-01,5435,72,RWE
2565,2016-08-01,14568,3214,RJE
2566,2016-08-01,439,0,RJE
2567,2016-08-01,4802,39,RJE
2568,2016-08-01,5747,1223,RBK
2569,2016-08-01,3498,5,RBK
2570,2016-08-01,3572,0,ATQ02
2571,2016-08-01,7363,1672,RWG
2572,2016-08-01,4148,55,RWG
2573,2016-08-01,5712,652,RGR
2574,2016-08-01,3217,25,NLO20
2575,2016-08-01,10161,2581,RWP
2576,2016-08-01,5631,1,RWP
2577,2016-08-01,775,0,R1A
2578,2016-08-01,4612,1234,RLQ
2579,2016-08-01,3172,0,RLQ
2580,2016-08-01,7126,2169,REM
2581,2016-08-01,6518,0,REM
2582,2016-08-01,4765,533,RCF
2583,2016-08-01,3795,62,RBS
2584,2016-08-01,6816,319,RFF
2585,2016-08-01,7524,1377,RXL
2586,2016-08-01,9588,3,RXL
2587,2016-08-01,9265,1287,RMC
2588,2016-08-01,10849,1075,RAE
2589,2016-08-01,1185,0,NNF09
2590,2016-08-01,7795,71,RY2
2591,2016-08-01,12155,653,RWY
2592,2016-08-01,3645,0,NTP08
2593,2016-08-01,11714,1487,RW3
2594,2016-08-01,3682,3,RW3
2595,2016-08-01,9341,14,RW3
2596,2016-08-01,6604,681,RLN
2597,2016-08-01,2350,3,RLN
2598,2016-08-01,2471,0,RLN
2599,2016-08-01,6034,627,RJR
2600,2016-08-01,759,1,RJR
2601,2016-08-01,10674,982,RXP
2602,2016-08-01,12144,0,RXP
2603,2016-08-01,1475,29,RNN
2604,2016-08-01,11447,1144,RP5
2605,2016-08-01,2768,0,RP5
2606,2016-08-01,4081,748,RJN
2607,2016-08-01,352,0,RJN
2608,2016-08-01,9046,2793,RXR
2609,2016-08-01,5650,453,RXR
2610,2016-08-01,421,0,NNF28
2611,2016-08-01,7003,258,RR7
2612,2016-08-01,2228,0,RR7
2613,2016-08-01,4013,250,RCD
2614,2016-08-01,881,1,RCD
2615,2016-08-01,10814,1620,RWA
2616,2016-08-01,1305,1,RWA
2617,2016-08-01,2277,1,RV9
2618,2016-08-01,7505,1708,RXN
2619,2016-08-01,3194,13,RXN
2620,2016-08-01,2394,0,Y01231
2621,2016-08-01,17006,1615,RR8
2622,2016-08-01,2075,0,RR8
2623,2016-08-01,3457,0,Y02875
2624,2016-08-01,1571,1,RY1
2625,2016-08-01,1098,21,REP
2626,2016-08-01,2969,0,Y01069
2627,2016-08-01,5238,501,RBT
2628,2016-08-01,2069,0,RBT
2629,2016-08-01,19201,3117,RXF
2630,2016-08-01,7823,778,RNL
2631,2016-08-01,5657,242,RVW
2632,2016-08-01,1635,2,RVW
2633,2016-08-01,1665,0,RTV
2634,2016-08-01,5921,30,NLO01
2635,2016-08-01,11295,1250,RJL
2636,2016-08-01,1698,3,RJL
2637,2016-08-01,14638,829,RTF
2638,2016-08-01,2462,4,RTF
2639,2016-08-01,21117,3132,RW6
2640,2016-08-01,3979,100,RW6
2641,2016-08-01,4638,0,RT2
2642,2016-08-01,7910,1818,RQ6
2643,2016-08-01,1866,0,RQ6
2644,2016-08-01,10453,0,RQ6
2645,2016-08-01,8149,808,RM3
2646,2016-08-01,3464,59,RCU
2647,2016-08-01,9191,945,RHQ
2648,2016-08-01,1238,0,RHQ
2649,2016-08-01,6241,0,RHQ
2650,2016-08-01,10727,428,RTR
2651,2016-08-01,5306,0,RTR
2652,2016-08-01,4914,466,RE9
2653,2016-08-01,683,5,RE9
2654,2016-08-01,5957,643,RVY
2655,2016-08-01,4803,20,RVY
2656,2016-08-01,8359,2015,RBN
2657,2016-08-01,5450,4,RBN
2658,2016-08-01,7766,1778,RWJ
2659,2016-08-01,6799,646,RMP
2660,2016-08-01,9540,503,RTD
2661,2016-08-01,1926,34,RTD
2662,2016-08-01,4264,0,RTD
2663,2016-08-01,6316,313,RFR
2664,2016-08-01,8083,728,RM2
2665,2016-08-01,7629,1515,RTX
2666,2016-08-01,1598,52,RTX
2667,2016-08-01,6847,732,RWW
2668,2016-08-01,2285,1,RWW
2669,2016-08-01,5299,21,RY7
2670,2016-08-01,7919,1093,RBL
2671,2016-08-01,2439,2,RBL
2672,2016-08-01,1675,0,AJN
2673,2016-08-01,7353,585,RRF
2674,2016-08-01,9180,1600,RCB
2675,2016-08-01,8205,47,RCB
2676,2016-08-01,7974,923,RTK
2677,2016-08-01,1250,0,RTK
2678,2016-08-01,3059,3,Y02688
2679,2016-08-01,3462,0,NQT10
2680,2016-08-01,5436,0,RWX
2681,2016-08-01,12532,2579,RXH
2682,2016-08-01,1157,0,RXH
2683,2016-08-01,5152,51,NLW
2684,2016-08-01,6649,850,RXQ
2685,2016-08-01,1199,0,RXQ
2686,2016-08-01,3618,4,RXQ
2687,2016-08-01,2772,4,Y00058
2688,2016-08-01,1184,0,NLT02
2689,2016-08-01,11778,23,RJ8
2690,2016-08-01,8260,1136,RN7
2691,2016-08-01,1771,1,RN7
2692,2016-08-01,4047,490,RBD
2693,2016-08-01,6984,9,RDY
2694,2016-08-01,12876,3155,RVV
2695,2016-08-01,5084,29,RVV
2696,2016-08-01,9711,1994,RXC
2697,2016-08-01,19460,2230,RDU
2698,2016-08-01,6611,31,R1J
2699,2016-08-01,11335,1059,RTE
2700,2016-08-01,6546,1192,RN3
2701,2016-08-01,5617,11,RN3
2702,2016-08-01,9085,1311,RN5
2703,2016-08-01,1204,0,RN5
2704,2016-08-01,753,1,NDA57
2705,2016-08-01,4097,765,R1F
2706,2016-08-01,2009,0,R1F
2707,2016-08-01,11171,3,RYY
2708,2016-08-01,4190,0,NR5
2709,2016-08-01,12150,1789,RWF
2710,2016-08-01,2042,0,RWF
2711,2016-08-01,9422,1744,RPA
2712,2016-08-01,7273,1545,RVJ
2713,2016-08-01,4328,484,RBZ
2714,2016-08-01,6880,0,RBZ
2715,2016-08-01,201,0,L83087
2716,2016-08-01,2850,116,RNU
2717,2016-08-01,10576,1649,RTH
2718,2016-08-01,1732,0,RTH
2719,2016-08-01,645,0,NLX02
2720,2016-08-01,8180,1073,RK9
2721,2016-08-01,303,0,RK9
2722,2016-08-01,5734,344,RD3
2723,2016-08-01,9442,2246,RHU
2724,2016-08-01,805,5,RHU
2725,2016-08-01,2098,1,RHU
2726,2016-08-01,917,2,RPC
2727,2016-08-01,8777,566,RHW
2728,2016-08-01,1354,8,RHW
2729,2016-08-01,6781,1053,REF
2730,2016-08-01,2078,13,REF
2731,2016-08-01,8665,950,RH8
2732,2016-08-01,5582,487,RA2
2733,2016-08-01,6108,1417,RD1
2734,2016-08-01,897,11,RD1
2735,2016-08-01,4010,278,RNZ
2736,2016-08-01,311,0,RNZ
2737,2016-08-01,1283,0,Y02666
2738,2016-08-01,8500,20,RH5
2739,2016-08-01,4427,2,NTP11
2740,2016-08-01,2754,22,RW1
2741,2016-08-01,5020,19,NTPAD
2742,2016-08-01,7930,319,RTP
2743,2016-08-01,9160,177,RDR
2744,2016-08-01,5562,599,RBA
2745,2016-08-01,243,0,AAH
2746,2016-08-01,6967,238,RDZ
2747,2016-08-01,1646,0,RDZ
2748,2016-08-01,6587,759,RA9
2749,2016-08-01,3862,0,RA9
2750,2016-08-01,8093,518,RHM
2751,2016-08-01,1660,3,RHM
2752,2016-08-01,8378,1004,RA7
2753,2016-08-01,1945,27,RA7
2754,2016-08-01,12234,764,RYR
2755,2016-08-01,1065,2,RYR
2756,2016-08-01,4906,855,RA3
2757,2016-08-01,2676,18,NDA56
2758,2016-08-01,2407,0,G82071
2759,2016-08-01,3201,9,NDA55
2760,2016-08-01,1562,2,NLX24
2761,2016-08-01,3810,225,RA4
2762,2016-07-01,20878,3623,RF4
2763,2016-07-01,735,28,RF4
2764,2016-07-01,2858,14,RF4
2765,2016-07-01,29016,4273,R1H
2766,2016-07-01,667,1,R1H
2767,2016-07-01,9808,119,R1H
2768,2016-07-01,4578,2,AD913
2769,2016-07-01,19122,13,RYX
2770,2016-07-01,16761,1178,RQM
2771,2016-07-01,7362,28,RQM
2772,2016-07-01,6008,531,RJ6
2773,2016-07-01,4442,74,RJ6
2774,2016-07-01,1029,0,Y02696
2775,2016-07-01,2738,0,NX122
2776,2016-07-01,13188,809,RVR
2777,2016-07-01,456,6,RVR
2778,2016-07-01,12777,1517,RJ1
2779,2016-07-01,751,0,RJ1
2780,2016-07-01,3015,0,RJ1
2781,2016-07-01,3690,0,Y03082
2782,2016-07-01,10751,490,RQX
2783,2016-07-01,4805,3,RY9
2784,2016-07-01,9693,1925,RYJ
2785,2016-07-01,4007,50,RYJ
2786,2016-07-01,11077,88,RYJ
2787,2016-07-01,17404,3805,RJZ
2788,2016-07-01,2081,2,RJZ
2789,2016-07-01,5513,314,RJZ
2790,2016-07-01,8832,612,RAX
2791,2016-07-01,992,2,RAX
2792,2016-07-01,17635,3245,RJ2
2793,2016-07-01,5796,254,RJ2
2794,2016-07-01,11477,2544,R1K
2795,2016-07-01,17557,100,R1K
2796,2016-07-01,8822,88,RP6
2797,2016-07-01,5038,46,RAT
2798,2016-07-01,13445,1470,RAP
2799,2016-07-01,852,0,Y02973
2800,2016-07-01,880,1,Y02585
2801,2016-07-01,568,0,AF003
2802,2016-07-01,750,0,AF002
2803,2016-07-01,19112,1961,RAL
2804,2016-07-01,3517,0,RAL
2805,2016-07-01,1849,0,Y03047
2806,2016-07-01,13302,829,RJ7
2807,2016-07-01,1450,0,RJ7
2808,2016-07-01,2305,0,F84747
2809,2016-07-01,5359,1872,RAS
2810,2016-07-01,8633,64,RAS
2811,2016-07-01,3294,0,Y03094
2812,2016-07-01,1019,0,Y02987
2813,2016-07-01,3360,0,E84068
2814,2016-07-01,8277,998,RKE
2815,2016-07-01,12121,1227,RRV
2816,2016-07-01,9933,0,Y02147
2817,2016-07-01,2508,0,Y03201
2818,2016-07-01,5174,0,NL7
2819,2016-07-01,11719,1832,RDD
2820,2016-07-01,6446,672,RC1
2821,2016-07-01,431,0,RYW
2822,2016-07-01,3156,0,M85813
2823,2016-07-01,4832,257,RQ3
2824,2016-07-01,5756,873,RJF
2825,2016-07-01,5064,1,RJF
2826,2016-07-01,10081,2288,RGT
2827,2016-07-01,3253,12,RGT
2828,2016-07-01,7301,881,RFS
2829,2016-07-01,3149,4,NQ108
2830,2016-07-01,7660,924,RDE
2831,2016-07-01,6224,9,Y03571
2832,2016-07-01,4059,0,Y02613
2833,2016-07-01,12240,2251,RTG
2834,2016-07-01,3808,0,RTG
2835,2016-07-01,5471,3,RY8
2836,2016-07-01,1917,0,NNJ
2837,2016-07-01,9286,2231,RWH
2838,2016-07-01,4833,2,RWH
2839,2016-07-01,727,0,"NAX"
2840,2016-07-01,793,9,NQ106
2841,2016-07-01,6820,740,RLT
2842,2016-07-01,2099,0,NTPAL
2843,2016-07-01,1355,0,Y02662
2844,2016-07-01,2123,0,NEH06
2845,2016-07-01,19568,2461,RR1
2846,2016-07-01,3916,23,RR1
2847,2016-07-01,924,0,RY4
2848,2016-07-01,4274,811,RQQ
2849,2016-07-01,7986,679,RGQ
2850,2016-07-01,491,0,RGQ
2851,2016-07-01,7062,650,RGP
2852,2016-07-01,7788,1086,RNQ
2853,2016-07-01,372,0,C82038
2854,2016-07-01,14943,212,RY5
2855,2016-07-01,3932,53,NJS05
2856,2016-07-01,8984,111,RC9
2857,2016-07-01,3657,0,RC9
2858,2016-07-01,400,0,C82009
2859,2016-07-01,639,0,NLO11
2860,2016-07-01,520,0,NLO09
2861,2016-07-01,8126,1936,RQ8
2862,2016-07-01,467,24,RQ8
2863,2016-07-01,7815,546,RD8
2864,2016-07-01,5170,1,RD8
2865,2016-07-01,10303,1080,RM1
2866,2016-07-01,1252,0,RM1
2867,2016-07-01,4904,0,Y02646
2868,2016-07-01,8819,2422,RGN
2869,2016-07-01,834,1,RGN
2870,2016-07-01,9296,904,RNS
2871,2016-07-01,920,8,RNS
2872,2016-07-01,5936,0,NMH01
2873,2016-07-01,5352,73,NR3
2874,2016-07-01,15291,4762,RX1
2875,2016-07-01,1588,3,RX1
2876,2016-07-01,245,2,RX1
2877,2016-07-01,2852,16,NLO10
2878,2016-07-01,353,0,C82010
2879,2016-07-01,353,0,NLO12
2880,2016-07-01,2158,0,Y02428
2881,2016-07-01,14488,2128,RXK
2882,2016-07-01,2017,40,RXK
2883,2016-07-01,2864,21,RXK
2884,2016-07-01,9563,670,RK5
2885,2016-07-01,3812,27,RK5
2886,2016-07-01,10919,1673,RXW
2887,2016-07-01,1880,0,RXW
2888,2016-07-01,363,0,R1D
2889,2016-07-01,2349,1,R1D
2890,2016-07-01,3527,0,Y02568
2891,2016-07-01,5599,0,Y02615
2892,2016-07-01,5701,300,RJC
2893,2016-07-01,717,0,RJC
2894,2016-07-01,9007,1286,RAJ
2895,2016-07-01,3882,0,Y02961
2896,2016-07-01,8947,596,RNA
2897,2016-07-01,6786,0,RNA
2898,2016-07-01,8919,2477,RQW
2899,2016-07-01,189,0,RQW
2900,2016-07-01,5806,480,RCX
2901,2016-07-01,11561,1845,RL4
2902,2016-07-01,4663,0,RL4
2903,2016-07-01,14680,3148,RWD
2904,2016-07-01,9842,1333,RRK
2905,2016-07-01,11961,2778,RKB
2906,2016-07-01,1927,54,RKB
2907,2016-07-01,2515,19,RKB
2908,2016-07-01,12275,4450,RWE
2909,2016-07-01,1925,138,RWE
2910,2016-07-01,5949,64,RWE
2911,2016-07-01,15596,4317,RJE
2912,2016-07-01,384,0,RJE
2913,2016-07-01,5293,45,RJE
2914,2016-07-01,6629,1518,RBK
2915,2016-07-01,4036,1,RBK
2916,2016-07-01,3785,0,ATQ02
2917,2016-07-01,8223,2081,RWG
2918,2016-07-01,4503,57,RWG
2919,2016-07-01,5996,861,RGR
2920,2016-07-01,3761,14,NLO20
2921,2016-07-01,11004,2465,RWP
2922,2016-07-01,6211,5,RWP
2923,2016-07-01,730,0,R1A
2924,2016-07-01,4891,888,RLQ
2925,2016-07-01,3172,0,RLQ
2926,2016-07-01,7374,2026,REM
2927,2016-07-01,7051,0,REM
2928,2016-07-01,5124,496,RCF
2929,2016-07-01,4869,210,RBS
2930,2016-07-01,7335,630,RFF
2931,2016-07-01,8166,2443,RXL
2932,2016-07-01,9813,4,RXL
2933,2016-07-01,9951,1798,RMC
2934,2016-07-01,11926,1212,RAE
2935,2016-07-01,1333,0,NNF09
2936,2016-07-01,8882,32,RY2
2937,2016-07-01,13307,749,RWY
2938,2016-07-01,3999,0,NTP08
2939,2016-07-01,12605,1955,RW3
2940,2016-07-01,3658,21,RW3
2941,2016-07-01,10377,35,RW3
2942,2016-07-01,7533,611,RLN
2943,2016-07-01,2490,8,RLN
2944,2016-07-01,2433,8,RLN
2945,2016-07-01,6159,619,RJR
2946,2016-07-01,688,3,RJR
2947,2016-07-01,11688,1228,RXP
2948,2016-07-01,13708,0,RXP
2949,2016-07-01,1443,0,RNN
2950,2016-07-01,12047,1072,RP5
2951,2016-07-01,3100,0,RP5
2952,2016-07-01,4298,957,RJN
2953,2016-07-01,354,0,RJN
